Video Name,Bit Rate,Brightness,Date of Creation,Frame Rate,Format,Length,Resolution,Objects,Artifacts
Video2,1142,110.016,0,29,.mp4,122,1280,"['umbrella', 'chair', 'sink', 'bird', 'dining table', 'tie', 'dog', 'vase', 'book', 'bed', 'teddy bear', 'parking meter', 'cat', 'car', 'bottle', 'person', 'cup', 'laptop']",97.078
